Date,PropertyStatus,SellingPrice,MonthlyRentPrice,CostPrice,PropertyType,SalesPersonID,Location,AgentName,CommissionRate,CommissionEarned,ClientID,PropertyID,MarketingChannel,FeedbackRating,LeadSource,FinancingType,PropertyCondition
2022-12-27,Rent,,45214.0,6435668,Apartment,8,Bangalore,Agent 2,3.51,134445.29,46663,42571,Digital ads,3,Social Media,Cash,New
2022-03-07,Sale,12960468.0,,9901629,Apartment,4,Bangalore,Agent 6,4.32,192127.53,12058,25393,Online platforms,1,Direct Inquiry,Cash,New
2023-03-07,Rent,,33306.0,4336393,Commercial,8,Delhi,Agent 10,2.64,88687.82,31055,9013,Print advertising,5,Direct Inquiry,CLP,Good
2020-05-23,Rent,,26213.0,12790268,House,9,Mumbai,Agent 1,4.92,254949.17,12666,14830,Email marketing,2,Referral,Flexi Payment Plan,New
2019-04-11,Rent,,18733.0,6839450,House,10,Hyderabad,Agent 10,4.57,284714.27,26778,984,Print advertising,1,Advertisement,Down Payment Plan,New
2021-04-18,Rent,,22232.0,11003153,Commercial,10,Hyderabad,Agent 2,3.39,87860.37,27070,14586,Print advertising,2,Direct Inquiry,CLP,New
2020-09-22,Rent,,21696.0,4733730,House,4,Delhi,Agent 2,3.41,190887.28,49662,13407,Email marketing,2,Advertisement,Flexi Payment Plan,New
2019-07-25,Rent,,30533.0,9261949,Commercial,3,Mumbai,Agent 8,4.11,95148.67,11605,28789,Print advertising,4,Advertisement,Flexi Payment Plan,New
2023-03-03,Sale,8788401.0,,9779944,House,3,Chennai,Agent 10,4.08,206445.02,45080,21293,Email marketing,4,Advertisement,Cash,Good
2022-11-22,Rent,,20956.0,12537271,Apartment,1,Mumbai,Agent 1,2.63,278128.88,16174,28021,Digital ads,3,Advertisement,Cash,Good
2022-06-11,Rent,,33398.0,13050047,Commercial,4,Chennai,Agent 8,3.16,135316.98,2742,39842,Online platforms,3,Referral,Flexi Payment Plan,New
2022-03-27,Sale,9803502.0,,11349148,Commercial,10,Delhi,Agent 10,4.24,186951.56,47200,20507,Email marketing,4,Referral,Cash,Needs Repair
2022-05-09,Sale,10560182.0,,4928042,Commercial,8,Delhi,Agent 1,4.24,185150.27,40076,48659,Digital ads,1,Referral,CLP,New
2023-11-12,Sale,19743784.0,,4558800,Apartment,8,Bangalore,Agent 5,3.92,290829.77,35138,34422,Digital ads,3,Direct Inquiry,CLP,Needs Repair
2019-04-30,Rent,,16414.0,3359242,Apartment,4,Bangalore,Agent 9,4.45,194455.64,34122,7165,Digital ads,1,Referral,Down Payment Plan,New
2022-11-04,Rent,,11856.0,5684179,Apartment,2,Hyderabad,Agent 5,3.51,252279.43,29944,2780,Print advertising,1,Direct Inquiry,Flexi Payment Plan,Good
2021-02-02,Sale,11057458.0,,14078652,Apartment,9,Chennai,Agent 6,4.97,133062.35,33994,35250,Print advertising,3,Advertisement,Down Payment Plan,Needs Repair
2022-05-14,Sale,16528340.0,,6721078,House,9,Delhi,Agent 8,4.72,121412.66,48181,2573,Print advertising,1,Advertisement,Flexi Payment Plan,Good
2023-09-29,Rent,,22531.0,8963018,Commercial,10,Delhi,Agent 6,4.74,194172.61,25389,33825,Print advertising,5,Direct Inquiry,Cash,Needs Repair
2019-06-03,Rent,,33678.0,12973907,House,10,Chennai,Agent 6,4.17,59552.93,12443,19083,Online platforms,3,Advertisement,Flexi Payment Plan,Needs Repair
2022-09-27,Sale,9858736.0,,9849155,House,10,Chennai,Agent 5,3.97,159936.45,26086,19960,Print advertising,4,Social Media,CLP,New
2021-06-07,Sale,10388868.0,,5701630,Apartment,3,Delhi,Agent 5,3.76,168838.46,30235,10911,Online platforms,2,Advertisement,CLP,New
2022-08-05,Sale,18595797.0,,13912343,Condo,3,Chennai,Agent 1,4.79,219718.27,19296,40183,Print advertising,1,Advertisement,Cash,Needs Repair
2019-06-19,Rent,,22065.0,5470773,House,8,Mumbai,Agent 8,3.09,173292.03,45217,33881,Online platforms,4,Social Media,CLP,New
2020-03-17,Rent,,39766.0,8291033,Condo,5,Bangalore,Agent 2,3.71,232424.66,30382,42343,Online platforms,3,Direct Inquiry,Down Payment Plan,Good
2022-11-04,Rent,,26573.0,5205204,Condo,3,Hyderabad,Agent 8,4.9,174098.73,5928,47360,Email marketing,4,Social Media,Cash,Needs Repair
2023-04-05,Sale,13420629.0,,12013899,Commercial,8,Delhi,Agent 4,2.69,251184.55,7417,11782,Digital ads,5,Referral,Down Payment Plan,Needs Repair
2023-12-24,Sale,19170557.0,,9742249,House,3,Chennai,Agent 6,3.37,216575.51,45621,35810,Online platforms,5,Social Media,Cash,New
2020-02-25,Sale,5671501.0,,14896239,Commercial,6,Delhi,Agent 3,3.17,249113.75,25761,21199,Print advertising,1,Social Media,CLP,Needs Repair
2022-11-01,Sale,15907340.0,,9930684,Condo,9,Bangalore,Agent 6,2.98,260845.31,1633,11723,Email marketing,1,Advertisement,CLP,Needs Repair
2022-11-10,Sale,14836046.0,,10687329,House,9,Chennai,Agent 3,2.76,136128.55,38687,46704,Email marketing,3,Social Media,Flexi Payment Plan,Good
2020-09-19,Rent,,44734.0,8336655,House,10,Hyderabad,Agent 6,4.56,260125.22,29799,5911,Digital ads,5,Social Media,Cash,Good
2021-02-15,Sale,9114142.0,,7688786,Commercial,6,Bangalore,Agent 1,4.17,140683.1,21239,45333,Digital ads,5,Direct Inquiry,CLP,Needs Repair
2020-05-24,Sale,18818579.0,,9936513,Condo,3,Mumbai,Agent 9,3.89,291441.41,47080,48056,Digital ads,4,Social Media,Cash,New
2020-01-19,Sale,18047802.0,,13415994,Commercial,5,Bangalore,Agent 1,2.58,62578.26,7482,46284,Email marketing,3,Social Media,Flexi Payment Plan,Needs Repair
2022-10-28,Sale,14168127.0,,6770013,Apartment,8,Hyderabad,Agent 1,3.53,252400.49,41555,23786,Print advertising,1,Direct Inquiry,Down Payment Plan,New
2019-09-23,Rent,,28637.0,12446621,Commercial,5,Mumbai,Agent 10,5.0,157912.71,34329,46353,Digital ads,2,Social Media,CLP,Needs Repair
2022-04-08,Rent,,17106.0,7516076,Condo,5,Mumbai,Agent 6,4.58,68089.86,47637,33533,Digital ads,3,Direct Inquiry,CLP,New
2020-05-11,Sale,8335080.0,,13032929,Commercial,5,Mumbai,Agent 3,3.31,191962.86,24818,24944,Online platforms,5,Advertisement,Cash,New
2019-05-17,Rent,,29671.0,14203485,Condo,4,Delhi,Agent 9,3.34,192315.71,11200,21968,Print advertising,4,Social Media,Cash,New
2023-10-23,Rent,,42682.0,12860841,House,10,Bangalore,Agent 5,2.76,163534.09,43223,9837,Online platforms,1,Direct Inquiry,CLP,Needs Repair
2020-05-18,Sale,10872790.0,,8043760,Condo,9,Mumbai,Agent 10,3.48,265420.16,9477,46665,Email marketing,1,Social Media,CLP,Needs Repair
2019-06-09,Sale,13615953.0,,14479542,Commercial,7,Bangalore,Agent 6,2.86,211038.03,27498,20190,Digital ads,3,Advertisement,Flexi Payment Plan,New
2021-08-19,Rent,,18571.0,4139472,Commercial,9,Chennai,Agent 6,4.99,123638.67,29246,18926,Online platforms,2,Referral,Cash,Good
2020-07-15,Sale,10505602.0,,14077626,Commercial,9,Chennai,Agent 1,4.53,283069.15,7705,8623,Digital ads,1,Advertisement,CLP,New
2020-09-22,Sale,11794921.0,,10179717,Commercial,3,Bangalore,Agent 2,4.77,105835.69,232,40801,Print advertising,4,Direct Inquiry,Flexi Payment Plan,Needs Repair
2021-02-25,Rent,,14063.0,14147024,Commercial,5,Delhi,Agent 7,3.23,88436.5,801,30058,Email marketing,4,Advertisement,Cash,Good
2023-03-27,Sale,16084068.0,,10501621,Apartment,6,Chennai,Agent 1,4.81,298027.7,32680,35619,Email marketing,3,Direct Inquiry,CLP,Needs Repair
2019-01-18,Rent,,27239.0,14678869,House,1,Delhi,Agent 10,4.53,207054.75,39845,32340,Email marketing,2,Social Media,Flexi Payment Plan,New
2021-01-09,Sale,14898340.0,,14435188,Condo,2,Hyderabad,Agent 1,3.45,233768.03,14214,43220,Print advertising,2,Referral,Down Payment Plan,Needs Repair
2023-01-17,Rent,,49928.0,6728923,Apartment,3,Hyderabad,Agent 4,2.98,74988.4,29737,26880,Email marketing,3,Social Media,CLP,Good
2022-10-04,Sale,19016612.0,,5291030,Apartment,2,Bangalore,Agent 2,4.18,145749.91,5204,39402,Email marketing,4,Advertisement,Cash,Needs Repair
2019-01-21,Sale,13449491.0,,9020485,Apartment,5,Bangalore,Agent 2,3.1,232973.1,16038,35871,Digital ads,5,Direct Inquiry,CLP,Needs Repair
2021-05-14,Sale,18623609.0,,12872567,House,2,Mumbai,Agent 8,4.66,194788.93,36540,3206,Print advertising,1,Referral,Down Payment Plan,Needs Repair
2020-07-28,Rent,,26309.0,11581820,Commercial,6,Chennai,Agent 10,3.75,276734.22,9717,3609,Print advertising,2,Referral,Down Payment Plan,Good
2021-12-20,Sale,19478201.0,,7715562,House,4,Chennai,Agent 7,2.61,214114.08,2407,9528,Email marketing,5,Social Media,Flexi Payment Plan,Good
2019-04-11,Rent,,10550.0,7269098,Condo,3,Chennai,Agent 9,4.07,219790.98,43713,37886,Email marketing,4,Referral,CLP,New
2021-07-16,Sale,6156457.0,,3173433,Condo,6,Bangalore,Agent 7,3.32,73093.15,21700,5748,Online platforms,5,Social Media,CLP,New
2019-06-02,Rent,,13667.0,12808695,Condo,3,Delhi,Agent 9,4.27,254060.25,7137,27326,Print advertising,4,Advertisement,Cash,Good
2020-07-07,Sale,15734525.0,,12419811,Commercial,5,Mumbai,Agent 3,3.19,227216.53,10574,44047,Online platforms,1,Direct Inquiry,Cash,Good
2021-06-02,Rent,,23569.0,6333780,Commercial,7,Hyderabad,Agent 1,3.56,58706.42,40049,43315,Online platforms,1,Referral,Down Payment Plan,Needs Repair
2023-11-14,Rent,,42602.0,6031861,House,9,Bangalore,Agent 7,4.28,280518.9,36843,49109,Print advertising,5,Advertisement,Flexi Payment Plan,Good
2023-12-04,Sale,8764055.0,,12327146,Apartment,2,Chennai,Agent 7,4.57,117412.88,23606,6104,Digital ads,3,Direct Inquiry,CLP,Needs Repair
2021-07-18,Rent,,28142.0,14666266,House,5,Delhi,Agent 6,3.9,113028.33,21157,24155,Digital ads,4,Social Media,Flexi Payment Plan,Needs Repair
2022-03-23,Rent,,13387.0,11818149,House,3,Delhi,Agent 6,2.53,260254.17,4435,49706,Print advertising,4,Direct Inquiry,CLP,Good
2022-08-20,Sale,19983918.0,,6391531,Condo,2,Delhi,Agent 5,3.2,187386.81,36076,4255,Print advertising,5,Referral,Down Payment Plan,New
2021-06-28,Sale,19481836.0,,9635817,Commercial,8,Chennai,Agent 7,3.28,181013.32,30856,8818,Digital ads,4,Social Media,CLP,Needs Repair
2020-01-15,Rent,,44199.0,11312936,House,7,Bangalore,Agent 10,3.36,137173.22,45523,17985,Print advertising,4,Social Media,Flexi Payment Plan,Needs Repair
2021-10-19,Sale,18377018.0,,8496572,Apartment,1,Chennai,Agent 4,4.95,184189.08,34541,27117,Email marketing,2,Direct Inquiry,Flexi Payment Plan,New
2023-06-19,Rent,,24426.0,4683494,Condo,10,Delhi,Agent 10,4.62,191763.05,13753,45602,Online platforms,1,Social Media,CLP,New
2020-10-11,Rent,,46827.0,11126277,Condo,4,Bangalore,Agent 8,4.56,240606.59,40112,3814,Digital ads,5,Referral,Down Payment Plan,Needs Repair
2019-12-06,Sale,19901997.0,,4136020,Condo,10,Bangalore,Agent 7,3.89,87656.48,37446,41221,Print advertising,5,Advertisement,Down Payment Plan,Good
2023-07-02,Sale,8565893.0,,6900980,Apartment,1,Hyderabad,Agent 2,3.35,251336.56,5746,31698,Online platforms,5,Referral,Flexi Payment Plan,Good
2021-06-11,Rent,,11092.0,8385325,Condo,2,Delhi,Agent 8,4.77,249631.16,27988,39902,Digital ads,3,Advertisement,Cash,Needs Repair
2021-09-10,Sale,17990671.0,,3831973,House,2,Mumbai,Agent 1,3.07,235858.59,17018,37693,Digital ads,1,Social Media,CLP,Needs Repair
2022-01-04,Rent,,25058.0,8882461,Commercial,4,Delhi,Agent 2,4.19,287242.13,8501,40259,Online platforms,5,Direct Inquiry,Cash,Good
2023-10-15,Rent,,31655.0,4083602,Apartment,9,Mumbai,Agent 8,3.65,137464.66,32532,34060,Digital ads,5,Direct Inquiry,Cash,Needs Repair
2023-03-27,Rent,,11785.0,3291815,Condo,10,Hyderabad,Agent 10,4.57,295250.98,32277,11791,Print advertising,3,Referral,Flexi Payment Plan,New
2020-12-24,Rent,,28243.0,10139567,Commercial,9,Hyderabad,Agent 7,4.08,89202.45,46438,19038,Digital ads,5,Referral,Down Payment Plan,Needs Repair
2020-08-24,Sale,10674296.0,,8262647,Condo,1,Chennai,Agent 4,4.98,84966.56,104,7747,Digital ads,4,Social Media,Cash,Good
2019-03-16,Rent,,22383.0,12108175,Commercial,8,Mumbai,Agent 8,2.92,56260.97,30467,40991,Digital ads,2,Direct Inquiry,CLP,Needs Repair
2020-01-02,Sale,11213376.0,,8392771,Condo,1,Chennai,Agent 4,4.28,71384.31,48331,13588,Digital ads,5,Direct Inquiry,Down Payment Plan,Good
2022-07-12,Sale,5757259.0,,5515287,Apartment,4,Mumbai,Agent 7,2.6,154073.55,27135,2982,Print advertising,4,Social Media,Flexi Payment Plan,New
2021-11-03,Sale,7049438.0,,3125685,Apartment,10,Chennai,Agent 3,3.13,204830.74,22915,36728,Digital ads,1,Direct Inquiry,Down Payment Plan,New
2020-10-21,Rent,,34973.0,13732739,Condo,3,Bangalore,Agent 9,3.04,56099.99,741,41984,Email marketing,1,Advertisement,Cash,Good
2020-09-17,Sale,18877359.0,,7902499,Condo,7,Delhi,Agent 4,4.98,161455.22,45221,18457,Print advertising,3,Social Media,Flexi Payment Plan,Needs Repair
2021-03-01,Sale,11247709.0,,14786275,Condo,10,Bangalore,Agent 1,3.95,273759.66,4446,20171,Print advertising,1,Social Media,Cash,New
2021-07-21,Sale,16105689.0,,11753290,Condo,9,Bangalore,Agent 6,3.49,165655.59,33207,36045,Online platforms,4,Advertisement,CLP,Good
2021-10-03,Sale,11699628.0,,7631314,Condo,9,Delhi,Agent 5,3.78,189364.78,402,44947,Digital ads,4,Referral,Cash,New
2021-11-01,Rent,,20035.0,4091155,Commercial,5,Mumbai,Agent 1,3.84,234731.61,25956,37285,Digital ads,1,Referral,Cash,New
2019-04-01,Rent,,45746.0,9652033,House,6,Bangalore,Agent 7,3.9,72712.86,11511,12716,Print advertising,2,Advertisement,Cash,Good
2021-10-23,Sale,9362421.0,,3818228,Condo,2,Bangalore,Agent 6,4.24,55955.31,44072,31399,Email marketing,3,Direct Inquiry,CLP,Needs Repair
2023-01-14,Rent,,36958.0,3457199,House,8,Mumbai,Agent 10,3.46,116508.55,2331,42314,Print advertising,5,Direct Inquiry,Cash,Needs Repair
2020-02-26,Sale,5413655.0,,9807104,Commercial,1,Hyderabad,Agent 6,3.42,111257.38,31556,10184,Online platforms,1,Direct Inquiry,Cash,Needs Repair
2022-12-02,Rent,,45416.0,12858249,Commercial,4,Delhi,Agent 2,2.86,68481.39,21962,30309,Online platforms,3,Direct Inquiry,Cash,New
2022-07-10,Sale,14658472.0,,3029687,Commercial,5,Chennai,Agent 2,4.56,94818.22,48667,3672,Online platforms,3,Direct Inquiry,Cash,Needs Repair
2023-06-07,Rent,,18530.0,13483859,House,6,Hyderabad,Agent 8,4.57,62772.58,19618,37025,Digital ads,5,Advertisement,Flexi Payment Plan,New
2021-09-07,Rent,,14077.0,13932717,Apartment,8,Chennai,Agent 7,3.46,293877.56,35120,13649,Print advertising,2,Referral,Down Payment Plan,New
2023-11-29,Sale,6632260.0,,8107220,Apartment,6,Chennai,Agent 7,4.34,57821.05,44925,21740,Print advertising,2,Advertisement,CLP,Good
2022-01-03,Rent,,12824.0,13645136,House,7,Chennai,Agent 3,2.72,289824.13,4340,9785,Digital ads,5,Referral,Down Payment Plan,New
2021-05-21,Rent,,22278.0,14008557,Commercial,7,Delhi,Agent 10,2.71,222706.9,2043,22227,Print advertising,2,Direct Inquiry,Flexi Payment Plan,New
2022-03-11,Sale,11387537.0,,4994678,House,6,Mumbai,Agent 9,2.73,206349.38,41060,35015,Email marketing,3,Direct Inquiry,CLP,New
2020-05-30,Sale,6540264.0,,14188853,Condo,3,Chennai,Agent 4,4.66,100196.68,37420,39695,Print advertising,1,Social Media,Flexi Payment Plan,Good
2022-04-25,Sale,16954890.0,,14363778,House,7,Bangalore,Agent 2,4.66,158325.73,12281,39007,Online platforms,1,Referral,CLP,Good
2019-12-30,Rent,,43125.0,9480947,Apartment,8,Mumbai,Agent 2,3.85,257741.51,49253,20204,Email marketing,1,Direct Inquiry,Cash,Good
2021-09-04,Rent,,39847.0,13462668,Apartment,1,Chennai,Agent 3,3.67,156020.16,46521,2073,Email marketing,3,Social Media,Flexi Payment Plan,New
2021-04-23,Sale,15864064.0,,6390335,Commercial,3,Hyderabad,Agent 4,2.82,76584.56,27124,5689,Online platforms,5,Referral,Cash,Needs Repair
2023-03-25,Rent,,30901.0,11241705,Apartment,2,Hyderabad,Agent 8,2.5,254908.15,15575,24353,Email marketing,2,Advertisement,Cash,New
2022-11-05,Sale,9633214.0,,5144996,Apartment,3,Hyderabad,Agent 1,2.52,88700.16,19834,14165,Digital ads,1,Direct Inquiry,Cash,New
2023-06-20,Rent,,48790.0,10498097,House,7,Chennai,Agent 10,2.93,126138.41,19813,11470,Online platforms,1,Social Media,Cash,Needs Repair
2019-12-15,Rent,,38872.0,12384463,House,10,Hyderabad,Agent 9,4.37,104030.72,24525,2451,Print advertising,5,Social Media,CLP,Needs Repair
2020-09-19,Rent,,32056.0,12786517,Commercial,7,Chennai,Agent 5,3.83,89931.53,6069,29084,Print advertising,5,Advertisement,CLP,Needs Repair
2023-04-22,Sale,19477036.0,,14941926,House,8,Chennai,Agent 9,4.94,96691.3,1635,31632,Email marketing,1,Direct Inquiry,Flexi Payment Plan,Needs Repair
2023-04-03,Rent,,26433.0,9970249,Commercial,6,Hyderabad,Agent 3,4.61,198038.1,10098,22290,Digital ads,1,Advertisement,Down Payment Plan,Needs Repair
2023-02-11,Sale,6847426.0,,3884822,Apartment,8,Mumbai,Agent 6,3.83,84327.42,48002,34317,Print advertising,5,Referral,Flexi Payment Plan,New
2021-08-22,Rent,,23008.0,13884377,Commercial,8,Delhi,Agent 5,4.24,201161.99,21453,9391,Email marketing,4,Direct Inquiry,Cash,Needs Repair
2019-11-02,Rent,,38886.0,14391327,Commercial,4,Mumbai,Agent 10,2.72,79873.65,33827,44350,Digital ads,5,Social Media,CLP,New
2020-02-17,Sale,10857630.0,,11156713,Commercial,4,Delhi,Agent 1,4.46,112242.63,47486,2396,Email marketing,3,Referral,Cash,Needs Repair
2022-11-28,Sale,16760764.0,,6163662,Condo,1,Mumbai,Agent 2,4.78,265948.18,25401,46772,Digital ads,4,Advertisement,CLP,New
2023-06-11,Rent,,17642.0,3462737,House,9,Hyderabad,Agent 10,2.76,159682.67,7592,270,Digital ads,4,Social Media,Flexi Payment Plan,Good
2021-08-24,Sale,18163949.0,,5774096,House,5,Bangalore,Agent 7,3.4,220294.55,2886,45027,Online platforms,4,Direct Inquiry,Flexi Payment Plan,New
2019-09-28,Sale,10372049.0,,14364740,Apartment,3,Chennai,Agent 3,4.14,63736.94,21843,30598,Online platforms,4,Social Media,Down Payment Plan,New
2019-05-24,Rent,,22923.0,9273388,House,1,Hyderabad,Agent 1,3.84,266017.11,6757,34117,Online platforms,3,Referral,Cash,New
2021-08-28,Sale,12167526.0,,9998770,Commercial,7,Hyderabad,Agent 1,2.92,137316.51,1474,37851,Digital ads,5,Advertisement,Down Payment Plan,Needs Repair
2021-08-27,Rent,,44806.0,3111918,Commercial,10,Bangalore,Agent 2,4.58,152584.92,41868,21030,Digital ads,4,Referral,CLP,New
2020-09-15,Rent,,22550.0,10705488,Commercial,8,Chennai,Agent 10,3.74,255234.2,12619,18781,Digital ads,3,Referral,Flexi Payment Plan,New
2021-05-09,Rent,,27211.0,9925397,Apartment,4,Bangalore,Agent 3,3.51,150075.78,34884,28909,Digital ads,4,Referral,CLP,New
2020-01-01,Sale,11262392.0,,13570805,House,10,Hyderabad,Agent 5,4.87,90819.86,17869,9786,Email marketing,3,Direct Inquiry,Cash,Good
2020-05-04,Sale,15016623.0,,3545835,Apartment,3,Mumbai,Agent 2,3.44,271230.89,17934,7502,Digital ads,3,Direct Inquiry,Down Payment Plan,New
2019-02-17,Rent,,45704.0,7463469,Apartment,7,Bangalore,Agent 7,3.39,106321.68,40826,36676,Email marketing,1,Referral,Flexi Payment Plan,New
2023-05-17,Sale,12460441.0,,6534328,Condo,3,Delhi,Agent 10,4.05,210293.08,6710,13539,Digital ads,2,Social Media,Cash,New
2023-08-13,Rent,,32204.0,8032583,Apartment,1,Mumbai,Agent 8,4.28,72070.45,22959,36004,Email marketing,3,Direct Inquiry,Flexi Payment Plan,New
2021-09-16,Rent,,27397.0,6120378,Commercial,5,Delhi,Agent 1,3.95,220434.35,17764,9278,Digital ads,4,Referral,CLP,Good
2021-05-30,Sale,7042800.0,,11650098,Apartment,6,Chennai,Agent 10,3.84,226227.27,37624,16045,Online platforms,2,Advertisement,Down Payment Plan,New
2020-06-16,Sale,6122085.0,,8123733,Condo,6,Delhi,Agent 9,2.82,270582.89,4669,20407,Email marketing,5,Direct Inquiry,Down Payment Plan,Good
2021-11-18,Sale,17720327.0,,4007983,House,1,Mumbai,Agent 5,4.23,64594.57,35428,29075,Print advertising,3,Social Media,Flexi Payment Plan,Good
2019-06-07,Sale,11261533.0,,10226916,Condo,8,Chennai,Agent 6,2.71,51025.7,1901,30851,Print advertising,1,Referral,Down Payment Plan,Good
2019-06-06,Rent,,46366.0,9198351,Apartment,9,Hyderabad,Agent 2,4.69,82096.82,6943,25140,Print advertising,3,Direct Inquiry,Down Payment Plan,Good
2019-06-17,Rent,,37205.0,12374884,Apartment,3,Chennai,Agent 8,3.27,202112.81,5644,25685,Online platforms,1,Direct Inquiry,Flexi Payment Plan,New
2020-07-10,Rent,,46776.0,10835410,Condo,4,Bangalore,Agent 4,3.86,245568.66,46182,38847,Email marketing,2,Direct Inquiry,CLP,Needs Repair
2022-10-17,Rent,,46418.0,7642765,House,8,Mumbai,Agent 6,2.53,299796.35,40391,23307,Print advertising,5,Social Media,Down Payment Plan,New
2021-08-28,Sale,17416025.0,,12921326,House,5,Hyderabad,Agent 5,2.51,142906.68,21780,12986,Print advertising,3,Advertisement,CLP,Needs Repair
2023-07-16,Sale,10247982.0,,4722939,Apartment,9,Mumbai,Agent 1,4.08,175996.7,5148,49529,Print advertising,5,Social Media,Cash,Good
2022-12-17,Rent,,20772.0,8773547,House,5,Hyderabad,Agent 5,3.07,280319.35,6090,45784,Online platforms,2,Referral,CLP,Good
2022-12-25,Rent,,16516.0,12015882,Commercial,1,Mumbai,Agent 10,4.95,52376.18,6375,29858,Email marketing,4,Social Media,Flexi Payment Plan,Good
2021-08-22,Rent,,15152.0,11936838,Condo,6,Delhi,Agent 1,3.8,102031.3,44858,42233,Online platforms,1,Social Media,Flexi Payment Plan,Needs Repair
2022-12-16,Sale,18554874.0,,4743005,Apartment,7,Chennai,Agent 7,2.62,172373.01,15185,14667,Digital ads,3,Direct Inquiry,Cash,Needs Repair
2020-03-22,Rent,,39701.0,10388275,Commercial,6,Delhi,Agent 2,4.0,134946.34,40432,16912,Online platforms,1,Referral,Down Payment Plan,Good
2022-02-03,Sale,19661196.0,,3924077,House,3,Mumbai,Agent 3,2.84,110980.89,25696,12017,Digital ads,1,Referral,Cash,New
2021-10-23,Sale,19159930.0,,5980212,Condo,8,Delhi,Agent 8,4.91,111535.84,21284,29707,Digital ads,2,Advertisement,CLP,Good
2023-02-23,Sale,7051950.0,,3472881,Apartment,7,Bangalore,Agent 3,4.16,172447.72,1984,4284,Email marketing,2,Social Media,Cash,New
2023-01-16,Rent,,20557.0,8862512,House,1,Chennai,Agent 10,3.89,242405.08,7399,23033,Digital ads,5,Referral,Down Payment Plan,Good
2023-01-27,Rent,,42627.0,12365597,Condo,9,Hyderabad,Agent 2,4.7,73655.1,30228,11194,Email marketing,5,Referral,CLP,Good
2021-05-26,Sale,10704238.0,,11596860,Commercial,10,Delhi,Agent 6,4.7,273198.78,22847,39613,Online platforms,1,Advertisement,Flexi Payment Plan,Good
2023-11-21,Rent,,45269.0,11434293,Commercial,7,Bangalore,Agent 3,4.69,196301.32,8349,33289,Online platforms,5,Advertisement,Down Payment Plan,Good
2019-11-16,Sale,13636167.0,,12197398,Commercial,7,Bangalore,Agent 3,4.42,132202.17,26588,46811,Online platforms,5,Referral,CLP,New
2019-11-29,Rent,,49752.0,10748278,Commercial,5,Bangalore,Agent 10,4.26,158215.4,21357,36448,Online platforms,1,Social Media,Cash,Good
2019-08-09,Sale,5708657.0,,14323180,Commercial,9,Mumbai,Agent 3,4.79,71882.42,34915,30211,Print advertising,5,Referral,Flexi Payment Plan,Needs Repair
2022-05-30,Rent,,13538.0,7963627,Condo,9,Delhi,Agent 10,4.64,120203.13,38702,27096,Online platforms,4,Referral,Cash,Good
2021-01-11,Rent,,10097.0,8405940,Apartment,9,Chennai,Agent 6,3.37,156522.86,40690,15971,Print advertising,2,Social Media,Cash,Needs Repair
2023-08-30,Rent,,27674.0,13606121,House,3,Mumbai,Agent 4,4.33,124366.27,10422,31613,Online platforms,4,Referral,Cash,New
2022-04-07,Sale,18208968.0,,4035472,Condo,3,Chennai,Agent 2,4.4,152151.43,4330,22330,Digital ads,2,Advertisement,Cash,Good
2020-10-08,Rent,,30393.0,11191788,Apartment,6,Mumbai,Agent 1,4.35,73817.34,45486,38730,Email marketing,2,Social Media,Flexi Payment Plan,Good
2022-09-01,Rent,,41461.0,6531524,Commercial,7,Hyderabad,Agent 8,4.68,293211.45,28532,37173,Print advertising,1,Direct Inquiry,Down Payment Plan,New
2021-11-29,Sale,17111872.0,,5455719,Commercial,6,Bangalore,Agent 4,4.51,72663.28,35687,45491,Print advertising,1,Advertisement,CLP,New
2021-01-03,Sale,10284521.0,,7497702,Condo,9,Delhi,Agent 1,4.06,82724.4,11344,43425,Print advertising,5,Advertisement,Flexi Payment Plan,New
2019-08-31,Rent,,47544.0,13303737,Apartment,2,Hyderabad,Agent 7,2.83,137001.62,48456,46656,Print advertising,1,Referral,Flexi Payment Plan,Good
2023-11-19,Sale,12206670.0,,10503334,Commercial,4,Mumbai,Agent 7,4.5,120141.41,7493,38809,Email marketing,2,Referral,Down Payment Plan,Needs Repair
2022-12-09,Rent,,19883.0,14270119,Commercial,2,Bangalore,Agent 3,4.14,169290.42,21324,36379,Digital ads,1,Advertisement,CLP,New
2019-10-31,Rent,,13159.0,12867543,Commercial,4,Mumbai,Agent 4,2.82,288898.72,29178,11546,Digital ads,5,Referral,Cash,New
2021-08-15,Sale,5636794.0,,11553437,House,9,Bangalore,Agent 8,3.59,116200.58,26595,4562,Email marketing,3,Advertisement,Cash,Good
2019-12-04,Sale,11560026.0,,8541768,Commercial,9,Hyderabad,Agent 9,4.89,285481.69,44926,39087,Digital ads,5,Advertisement,Flexi Payment Plan,Good
2022-03-23,Rent,,26420.0,10893192,Commercial,6,Bangalore,Agent 2,4.37,242034.24,21458,32395,Print advertising,2,Direct Inquiry,CLP,New
2019-07-11,Rent,,12256.0,14801333,Apartment,9,Delhi,Agent 8,4.66,190068.08,5934,14262,Print advertising,4,Social Media,CLP,New
2020-03-07,Sale,11698419.0,,3136083,Condo,5,Mumbai,Agent 10,3.07,217308.44,49479,41690,Print advertising,4,Social Media,Cash,Needs Repair
2019-01-01,Rent,,12071.0,7163063,House,5,Mumbai,Agent 7,2.64,113117.47,49616,9616,Email marketing,1,Social Media,Down Payment Plan,Needs Repair
